image;Majority Human;GPT-4o;GPT-4o Explanation
olafscholz_19-09-2021_00:00_video8.jpeg;Review;Review;The image shows a casual setting with musicians playing in what appears to be a beer garden. This does not directly relate to a campaign event, media work, or other specific campaign activities. It seems more like a casual or social moment.
robert.habeck_17-09-2021_00:00_image8.jpeg;Behind The Scenes;Behind The Scenes;The image shows a candid moment with a person in a relaxed setting, possibly preparing or reflecting, which aligns with informal, behind-the-scenes activities.
fw_bayern/2021-09-16_09-55-06_UTC.jpg;Review;Campaign Event;The image shows a person speaking at a podium with a microphone, in front of a backdrop with the 'Freie Wähler' logo, indicating a formal setting typical of a political event.
spdde/2021-09-24_17-55-02_UTC_3.jpg;Behind The Scenes;Campaign Material;The image shows a group of people holding campaign materials, such as flyers or brochures, in a casual setting. This suggests they are involved in distributing or promoting campaign materials, which aligns with campaign-related activities.
markus.soeder/2021-09-16_10-22-44_UTC_3.jpg;Behind The Scenes;Behind The Scenes;The image shows a person in a casual setting, possibly during a break or informal moment, which is not part of a public-facing campaign activity.
fw_bayern_24-09-2021_00:00_video5.jpeg;Review;Individual Voter Contact;The image shows a politician interacting with a group of people, suggesting a direct engagement with the public. This aligns with the characteristics of individual voter contact, where personal interactions are emphasized.
afd.bund_18-09-2021_00:00_image0.jpeg;Review;Campaign Event;The image shows individuals taking a selfie at a public event with a crowd in the background, indicating a campaign event setting.
dielinke/2021-09-23_16-25-13_UTC.jpg;Behind The Scenes;Behind The Scenes;The image shows two individuals walking and conversing in a park, suggesting a casual and informal setting. This could be a candid moment or a behind-the-scenes interaction.
fw_bayern_17-09-2021_00:00_video5.jpeg;Behind The Scenes;Behind The Scenes;The image shows two individuals in a casual setting, possibly engaging in a light-hearted or informal activity. This suggests a behind-the-scenes moment rather than a formal campaign event or media work.
cdu/2021-09-20_16-32-49_UTC_1.jpg;Review;Campaign Event;The image shows a group of people standing together in an outdoor setting, likely during a public appearance or event. There are no clear indications of direct voter interaction or campaign materials, suggesting it is part of a formal gathering or event.
abaerbock_17-09-2021_00:00_image6.jpeg;Review;Social Media Moderation;The image shows two individuals posing together in front of a backdrop with a logo, suggesting a casual, informal setting. The text and tags indicate a personal connection, typical of social media posts.
markus.soeder/2021-09-24_18-00-27_UTC_1.jpg;Review;Campaign Event;The image shows a group of people, including politicians, in a social setting, likely at a public event or gathering. They are holding beer mugs, which suggests a celebratory or informal occasion.
abaerbock_20-09-2021_00:00_image6.jpeg;Behind The Scenes;Behind The Scenes;The image shows a group of people in a relaxed setting, possibly taking a break or preparing for an event. This informal and candid moment suggests it is behind the scenes rather than a public-facing activity.
fw_bayern_23-09-2021_00:00_image2.jpeg;Review;Campaign Event;The image shows a politician signing a document, likely at a campaign event, as indicated by the text 'Wahlkampf-Abschluss' (campaign conclusion). This suggests a formal setting related to the campaign.
armin_laschet/2021-09-17_12-59-07_UTC_1.jpg;Review;Individual Voter Contact;The image shows a casual interaction between two individuals, likely politicians, in a public setting with media presence. This suggests a direct engagement with the public or media, but not in a formal event setting.
christlichsozialeunion_18-09-2021_00:00_video1.jpeg;Review;Collage;The image features a quiz-style overlay asking about the location, which is a composed element rather than a straightforward photograph of an event or interaction.
robert.habeck_21-09-2021_00:00_image7.jpeg;Review;Review;The image shows a scenic view of Hamburg with cranes, and includes a location tag and a personal comment. It does not clearly fit into any specific campaign-related category.
robert.habeck_18-09-2021_00:00_video1.jpeg;Review;Review;The image shows sheet music with a caption referencing a song, which does not clearly fit into any of the predefined categories related to the election campaign.
afd.bund_16-09-2021_00:00_video1.jpeg;Review;Social Media Moderation;The image shows a person speaking in what appears to be a video format, possibly for social media. The text overlay suggests a direct message to the audience, typical of social media engagement.
nicola_beer_20-09-2021_00:00_video13.jpeg;Behind The Scenes;Social Media Moderation;The image shows individuals taking a selfie at what appears to be a campaign event, with campaign visuals in the background. This setting suggests a more informal, personal interaction, typical of social media engagement.
robert.habeck_18-09-2021_00:00_image7.jpeg;Review;Collage;The image features a street sign with text overlay discussing the upcoming election, which is a composed element typical of a collage.
fw_bayern/2021-09-26_18-45-03_UTC.jpg;Review;Media Work;The image shows a person speaking in front of a branded backdrop, which suggests a formal setting related to media or campaign communication.
abaerbock_22-09-2021_00:00_image16.jpeg;Behind The Scenes;Behind The Scenes;The image shows individuals in a candid, informal setting, likely behind the scenes of an event, as they are not on stage or addressing an audience. This suggests a moment away from the public eye, fitting the 'Behind The Scenes' category.
olafscholz_22-09-2021_00:00_video5.jpeg;Review;Behind The Scenes;The image shows a group of people, including a politician, walking through a town, likely on their way to a discussion or event. This informal setting and movement suggest a behind-the-scenes look at campaign activities.
christianlindner/2021-09-22_08-40-29_UTC.jpg;Collage;Social Media Moderation;The image features a politician speaking directly to the camera in a casual manner, typical of social media engagement. The text overlay suggests a direct message to the audience.
die_gruenen/2021-09-17_15-18-32_UTC_1.jpg;Collage;Collage;The image features a combination of visual elements, including text, a logo, and a photograph of a protest, which is characteristic of a collage used for promotional purposes.
cdu/2021-09-20_10-21-05_UTC.jpg;Collage;Media Work;The image features a politician in a setting that appears to be an interview or discussion, with a quote and a party logo, indicating media coverage or interaction.
cdu/2021-09-20_18-32-31_UTC_1.jpg;Collage;Media Work;The image features a person with a microphone, suggesting a media or public speaking context. The text highlights their role in a team, which could be part of a campaign or media presentation.
